candidate_id,split_name,fold_id,n_train,n_test,n_features,threshold,status,skip_reason,heldout_reader_rows_used_for_feature_fit,heldout_text_rows_used_for_feature_fit,feature_candidate_id,feature_feature_recipe,feature_fit_word_rows,feature_apply_word_rows,feature_predictors,feature_heldout_reader_rows_used_for_fit,feature_heldout_text_rows_used_for_fit,feature_reader_group_used,feature_preserves_d3_lite_features,feature_feature_families,feature_skipped,feature_skip_reason
candidate_0013_936f0c9788,unseen_text,3,1129,983,128,0.26,complete,,False,False,candidate_0013_936f0c9788,d3_lite_all,77010,151138,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'robust_residual_distributions', 'official_word_level_raw_gaze_summaries', 'text_gaze_interaction_summaries']",False,
candidate_0011_c51e744a96,unseen_reader,0,1181,884,128,0.23,complete,,False,False,candidate_0011_c51e744a96,d3_lite_all,74799,135639,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'robust_residual_distributions', 'official_word_level_raw_gaze_summaries', 'text_gaze_interaction_summaries']",False,
candidate_0011_c51e744a96,unseen_reader,1,1167,906,128,0.43,complete,,False,False,candidate_0011_c51e744a96,d3_lite_all,80069,143407,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'robust_residual_distributions', 'official_word_level_raw_gaze_summaries', 'text_gaze_interaction_summaries']",False,
candidate_0011_c51e744a96,unseen_reader,2,1254,799,128,0.29000000000000004,complete,,False,False,candidate_0011_c51e744a96,d3_lite_all,97191,156565,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'robust_residual_distributions', 'official_word_level_raw_gaze_summaries', 'text_gaze_interaction_summaries']",False,
candidate_0011_c51e744a96,unseen_reader,3,1129,965,128,0.24000000000000002,complete,,False,False,candidate_0011_c51e744a96,d3_lite_all,77010,144930,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'robust_residual_distributions', 'official_word_level_raw_gaze_summaries', 'text_gaze_interaction_summaries']",False,
candidate_0011_c51e744a96,unseen_reader_and_text,0,1181,321,128,0.34,complete,,False,False,candidate_0011_c51e744a96,d3_lite_all,74799,98023,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'robust_residual_distributions', 'official_word_level_raw_gaze_summaries', 'text_gaze_interaction_summaries']",False,
candidate_0011_c51e744a96,unseen_reader_and_text,1,1167,269,128,0.27,complete,,False,False,candidate_0011_c51e744a96,d3_lite_all,80069,96243,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'robust_residual_distributions', 'official_word_level_raw_gaze_summaries', 'text_gaze_interaction_summaries']",False,
candidate_0011_c51e744a96,unseen_reader_and_text,2,1254,404,128,0.36000000000000004,complete,,False,False,candidate_0011_c51e744a96,d3_lite_all,97191,123414,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'robust_residual_distributions', 'official_word_level_raw_gaze_summaries', 'text_gaze_interaction_summaries']",False,
candidate_0011_c51e744a96,unseen_reader_and_text,3,1129,234,128,0.37,complete,,False,False,candidate_0011_c51e744a96,d3_lite_all,77010,95514,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'robust_residual_distributions', 'official_word_level_raw_gaze_summaries', 'text_gaze_interaction_summaries']",False,
candidate_0011_c51e744a96,unseen_text,0,1181,913,128,0.28,complete,,False,False,candidate_0011_c51e744a96,d3_lite_all,74799,146444,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'robust_residual_distributions', 'official_word_level_raw_gaze_summaries', 'text_gaze_interaction_summaries']",False,
candidate_0011_c51e744a96,unseen_text,1,1167,861,128,0.27,complete,,False,False,candidate_0011_c51e744a96,d3_lite_all,80069,137988,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'robust_residual_distributions', 'official_word_level_raw_gaze_summaries', 'text_gaze_interaction_summaries']",False,
candidate_0011_c51e744a96,unseen_text,2,1254,797,128,0.37,complete,,False,False,candidate_0011_c51e744a96,d3_lite_all,97191,144971,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'robust_residual_distributions', 'official_word_level_raw_gaze_summaries', 'text_gaze_interaction_summaries']",False,
candidate_0011_c51e744a96,unseen_text,3,1129,983,128,0.27,complete,,False,False,candidate_0011_c51e744a96,d3_lite_all,77010,151138,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'robust_residual_distributions', 'official_word_level_raw_gaze_summaries', 'text_gaze_interaction_summaries']",False,
candidate_0009_89e1a1f5ed,unseen_reader,0,1181,884,47,0.37,complete,,False,False,candidate_0009_89e1a1f5ed,d3_lite_raw_summary,74799,135639,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0009_89e1a1f5ed,unseen_reader,1,1167,906,47,0.37,complete,,False,False,candidate_0009_89e1a1f5ed,d3_lite_raw_summary,80069,143407,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0009_89e1a1f5ed,unseen_reader,2,1254,799,47,0.28,complete,,False,False,candidate_0009_89e1a1f5ed,d3_lite_raw_summary,97191,156565,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0009_89e1a1f5ed,unseen_reader,3,1129,965,47,0.49,complete,,False,False,candidate_0009_89e1a1f5ed,d3_lite_raw_summary,77010,144930,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0009_89e1a1f5ed,unseen_reader_and_text,0,1181,321,47,0.47000000000000003,complete,,False,False,candidate_0009_89e1a1f5ed,d3_lite_raw_summary,74799,98023,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0009_89e1a1f5ed,unseen_reader_and_text,1,1167,269,47,0.19,complete,,False,False,candidate_0009_89e1a1f5ed,d3_lite_raw_summary,80069,96243,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0009_89e1a1f5ed,unseen_reader_and_text,2,1254,404,47,0.68,complete,,False,False,candidate_0009_89e1a1f5ed,d3_lite_raw_summary,97191,123414,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0009_89e1a1f5ed,unseen_reader_and_text,3,1129,234,47,0.41000000000000003,complete,,False,False,candidate_0009_89e1a1f5ed,d3_lite_raw_summary,77010,95514,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0009_89e1a1f5ed,unseen_text,0,1181,913,47,0.28,complete,,False,False,candidate_0009_89e1a1f5ed,d3_lite_raw_summary,74799,146444,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0009_89e1a1f5ed,unseen_text,1,1167,861,47,0.42000000000000004,complete,,False,False,candidate_0009_89e1a1f5ed,d3_lite_raw_summary,80069,137988,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0009_89e1a1f5ed,unseen_text,2,1254,797,47,0.46,complete,,False,False,candidate_0009_89e1a1f5ed,d3_lite_raw_summary,97191,144971,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0009_89e1a1f5ed,unseen_text,3,1129,983,47,0.24000000000000002,complete,,False,False,candidate_0009_89e1a1f5ed,d3_lite_raw_summary,77010,151138,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0004_3f1cbc883e,unseen_reader,0,1181,884,47,0.27,complete,,False,False,candidate_0004_3f1cbc883e,d3_lite_raw_summary,74799,135639,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0004_3f1cbc883e,unseen_reader,1,1167,906,47,0.56,complete,,False,False,candidate_0004_3f1cbc883e,d3_lite_raw_summary,80069,143407,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0004_3f1cbc883e,unseen_reader,2,1254,799,47,0.22,complete,,False,False,candidate_0004_3f1cbc883e,d3_lite_raw_summary,97191,156565,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0004_3f1cbc883e,unseen_reader,3,1129,965,47,0.22,complete,,False,False,candidate_0004_3f1cbc883e,d3_lite_raw_summary,77010,144930,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0004_3f1cbc883e,unseen_reader_and_text,0,1181,321,47,0.34,complete,,False,False,candidate_0004_3f1cbc883e,d3_lite_raw_summary,74799,98023,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0004_3f1cbc883e,unseen_reader_and_text,1,1167,269,47,0.26,complete,,False,False,candidate_0004_3f1cbc883e,d3_lite_raw_summary,80069,96243,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0004_3f1cbc883e,unseen_reader_and_text,2,1254,404,47,0.37,complete,,False,False,candidate_0004_3f1cbc883e,d3_lite_raw_summary,97191,123414,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0004_3f1cbc883e,unseen_reader_and_text,3,1129,234,47,0.34,complete,,False,False,candidate_0004_3f1cbc883e,d3_lite_raw_summary,77010,95514,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0004_3f1cbc883e,unseen_text,0,1181,913,47,0.28,complete,,False,False,candidate_0004_3f1cbc883e,d3_lite_raw_summary,74799,146444,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0004_3f1cbc883e,unseen_text,1,1167,861,47,0.33,complete,,False,False,candidate_0004_3f1cbc883e,d3_lite_raw_summary,80069,137988,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0004_3f1cbc883e,unseen_text,2,1254,797,47,0.34,complete,,False,False,candidate_0004_3f1cbc883e,d3_lite_raw_summary,97191,144971,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0004_3f1cbc883e,unseen_text,3,1129,983,47,0.22,complete,,False,False,candidate_0004_3f1cbc883e,d3_lite_raw_summary,77010,151138,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0010_99ae4c18ef,unseen_reader,0,1181,884,47,0.31,complete,,False,False,candidate_0010_99ae4c18ef,d3_lite_raw_summary,74799,135639,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0010_99ae4c18ef,unseen_reader,1,1167,906,47,0.17,complete,,False,False,candidate_0010_99ae4c18ef,d3_lite_raw_summary,80069,143407,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0010_99ae4c18ef,unseen_reader,2,1254,799,47,0.26,complete,,False,False,candidate_0010_99ae4c18ef,d3_lite_raw_summary,97191,156565,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0010_99ae4c18ef,unseen_reader,3,1129,965,47,0.3,complete,,False,False,candidate_0010_99ae4c18ef,d3_lite_raw_summary,77010,144930,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0010_99ae4c18ef,unseen_reader_and_text,0,1181,321,47,0.46,complete,,False,False,candidate_0010_99ae4c18ef,d3_lite_raw_summary,74799,98023,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0010_99ae4c18ef,unseen_reader_and_text,1,1167,269,47,0.13,complete,,False,False,candidate_0010_99ae4c18ef,d3_lite_raw_summary,80069,96243,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0010_99ae4c18ef,unseen_reader_and_text,2,1254,404,47,0.32,complete,,False,False,candidate_0010_99ae4c18ef,d3_lite_raw_summary,97191,123414,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0010_99ae4c18ef,unseen_reader_and_text,3,1129,234,47,0.28,complete,,False,False,candidate_0010_99ae4c18ef,d3_lite_raw_summary,77010,95514,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0010_99ae4c18ef,unseen_text,0,1181,913,47,0.22,complete,,False,False,candidate_0010_99ae4c18ef,d3_lite_raw_summary,74799,146444,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
candidate_0010_99ae4c18ef,unseen_text,1,1167,861,47,0.45,complete,,False,False,candidate_0010_99ae4c18ef,d3_lite_raw_summary,80069,137988,"['word_length', 'wordfreq_frequency', 'gpt2_surprisal', 'TRIAL_IA_COUNT', 'is_content_word']",False,False,False,True,"['previous_d3_lite_residuals', 'official_word_level_raw_gaze_summaries']",False,
