prefix_row_id,participant_id,reader_group,reader_group_binary,prefix_type,prefix_value,prefix_order_index,evidence_available_until_prefix,n_words_observed,n_trials_observed,n_texts_observed,n_speeches_observed,n_fixations_observed,stable_enough_for_prediction,terminal_text_id,observed_text_ids,fold_id,inner_fold_id,split_regime,split_role,y_true,p_pred,y_pred,model_name,feature_group,threshold_source,calibration_source,prediction_uncertainty,probability_entropy,n_features,predictor_hash,clean_result,official_claim_allowed,benchmark_relative_claim_allowed,_prefix_priority,_prefix_value_numeric,accumulator,p_t,calibrated_p_t,uncertainty_estimate,evidence_count,accumulator_status,reader_sequence_key,y_pred_at_prefix,is_error
70,P04,typical_control,0,chronological_prefix,50,1,P04::7856_p0_s420_w49,50,1,1,1,35,True,7856,7856,0,,participant_grouped_kfold,outer_test,0,0.4470330733356579,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.2471945046797342,0.991889843029136,177,4842823,True,False,True,1,50.0,learned_meta_aggregator,0.1469391852729083,0.1469391852729083,0.0018462033019313,2,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P04,0,False
65,P04,typical_control,0,word_count_prefix,100,2,P04::7856_p0_s424_w99,100,1,1,1,88,True,7856,7856,0,,participant_grouped_kfold,outer_test,0,0.7608131856574463,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.1819764821872144,0.793685362897298,201,8231497,True,False,True,0,100.0,learned_meta_aggregator,0.319032148210994,0.319032148210994,0.0820095644180448,3,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P04,0,False
71,P04,typical_control,0,chronological_prefix,100,2,P04::7856_p0_s424_w99,100,1,1,1,88,True,7856,7856,0,,participant_grouped_kfold,outer_test,0,0.7608131856574463,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.1819764821872144,0.793685362897298,201,8231497,True,False,True,1,100.0,learned_meta_aggregator,0.3583261392621169,0.3583261392621169,0.097793695894413,4,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P04,0,False
66,P04,typical_control,0,word_count_prefix,250,3,P04::7856_p1_s428_w125,250,1,1,1,249,True,7856,7856,0,,participant_grouped_kfold,outer_test,0,0.8945279558460646,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0943476920559257,0.4861053553147659,201,8231497,True,False,True,0,250.0,learned_meta_aggregator,0.5264014947290172,0.5264014947290172,0.1435365128508312,5,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P04,1,True
72,P04,typical_control,0,chronological_prefix,250,3,P04::7856_p1_s428_w125,250,1,1,1,249,True,7856,7856,0,,participant_grouped_kfold,outer_test,0,0.8945279558460646,1,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0943476920559257,0.4861053553147659,201,8231497,True,False,True,1,250.0,learned_meta_aggregator,0.5590672762888211,0.5590672762888211,0.1630273863130759,6,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P04,1,True
67,P04,typical_control,0,word_count_prefix,500,4,P04::7856_p5_s437_w0,500,1,1,1,420,True,7856,7856,0,,participant_grouped_kfold,outer_test,0,0.1760039463722233,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.1450265572336269,0.6712566741483674,201,8231497,True,False,True,0,500.0,learned_meta_aggregator,0.2738173059336476,0.2738173059336476,0.152817391076297,7,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P04,0,False
73,P04,typical_control,0,chronological_prefix,500,4,P04::7856_p5_s437_w0,500,1,1,1,420,True,7856,7856,0,,participant_grouped_kfold,outer_test,0,0.1760039463722233,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.1450265572336269,0.6712566741483674,201,8231497,True,False,True,1,500.0,learned_meta_aggregator,0.2526303851133324,0.2526303851133324,0.1453618254869929,8,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P04,0,False
68,P04,typical_control,0,word_count_prefix,1000,5,P04::7856_p9_s457_w64,1000,1,1,1,758,True,7856,7856,0,,participant_grouped_kfold,outer_test,0,0.0002130003015664,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0002129549324379,0.0029051959487978,201,8231497,True,False,True,0,1000.0,learned_meta_aggregator,0.3522605728053415,0.3522605728053415,0.1373686583072763,9,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P04,0,False
74,P04,typical_control,0,chronological_prefix,1000,5,P04::7856_p9_s457_w64,1000,1,1,1,758,True,7856,7856,0,,participant_grouped_kfold,outer_test,0,0.0002130003015664,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0002129549324379,0.0029051959487978,201,8231497,True,False,True,1,1000.0,learned_meta_aggregator,0.3590170615808974,0.3590170615808974,0.1307010150179484,10,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P04,0,False
76,P04,typical_control,0,trial_or_text_prefix,1,1,P04::7856_p16_s483_w105,1852,1,1,1,1420,True,7856,7856,0,,participant_grouped_kfold,outer_test,0,0.000206519676746,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0002064770263691,0.0028260109594726,201,8231497,True,False,True,2,1.0,learned_meta_aggregator,0.3893513334488441,0.3893513334488441,0.1258175530196181,11,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P04,0,False
79,P04,typical_control,0,speech_prefix,1,1,P04::7856_p16_s483_w105,1852,1,1,1,1420,True,7856,7856,0,,participant_grouped_kfold,outer_test,0,0.000206519676746,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0002064770263691,0.0028260109594726,201,8231497,True,False,True,3,1.0,learned_meta_aggregator,0.3770157478927858,0.3770157478927858,0.1210314710178204,12,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P04,0,False
69,P04,typical_control,0,word_count_prefix,all,6,P04::10365_p25_s610_w15,3395,2,2,2,2581,True,10365,7856|10365,0,,participant_grouped_kfold,outer_test,0,6.865083043964286e-05,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,6.864611750312281e-05,0.0010485047388698,201,8231497,True,False,True,0,1000000000.0,learned_meta_aggregator,0.3100017355889988,0.3100017355889988,0.1165239413173294,13,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P04,0,False
75,P04,typical_control,0,chronological_prefix,all,6,P04::10365_p25_s610_w15,3395,2,2,2,2581,True,10365,7856|10365,0,,participant_grouped_kfold,outer_test,0,6.865083043964286e-05,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,6.864611750312281e-05,0.0010485047388698,201,8231497,True,False,True,1,1000000000.0,learned_meta_aggregator,0.2986909241042081,0.2986909241042081,0.1126941379852801,14,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P04,0,False
77,P04,typical_control,0,trial_or_text_prefix,2,2,P04::10365_p25_s610_w15,3395,2,2,2,2581,True,10365,7856|10365,0,,participant_grouped_kfold,outer_test,0,1.9866583149703072e-05,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,1.9866188468577027e-05,0.0003389631931023,201,8231497,True,False,True,2,2.0,learned_meta_aggregator,0.2890068298651136,0.2890068298651136,0.1094313428838082,15,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P04,0,False
78,P04,typical_control,0,trial_or_text_prefix,all,3,P04::10365_p25_s610_w15,3395,2,2,2,2581,True,10365,7856|10365,0,,participant_grouped_kfold,outer_test,0,6.865083043964286e-05,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,6.864611750312281e-05,0.0010485047388698,201,8231497,True,False,True,2,1000000000.0,learned_meta_aggregator,0.2802447731797614,0.2802447731797614,0.1066475271304746,16,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P04,0,False
80,P04,typical_control,0,speech_prefix,2,2,P04::10365_p25_s610_w15,3395,2,2,2,2581,True,10365,7856|10365,0,,participant_grouped_kfold,outer_test,0,1.9866583149703072e-05,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,1.9866188468577027e-05,0.0003389631931023,201,8231497,True,False,True,3,2.0,learned_meta_aggregator,0.2731830213260847,0.2731830213260847,0.1042407739647636,17,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P04,0,False
81,P04,typical_control,0,speech_prefix,all,3,P04::10365_p25_s610_w15,3395,2,2,2,2581,True,10365,7856|10365,0,,participant_grouped_kfold,outer_test,0,6.865083043964286e-05,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,6.864611750312281e-05,0.0010485047388698,201,8231497,True,False,True,3,1000000000.0,learned_meta_aggregator,0.267199923586458,0.267199923586458,0.1021363042883231,18,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P04,0,False
104,P06,typical_control,0,word_count_prefix,50,1,P06::1165_p0_s3_w49,50,1,1,1,37,True,1165,1165,0,,participant_grouped_kfold,outer_test,0,0.0109459616636685,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.010826147586926,0.0870009958249516,177,4842823,True,False,True,0,50.0,learned_meta_aggregator,0.0609741223267911,0.0609741223267911,0.0,1,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P06,0,False
110,P06,typical_control,0,chronological_prefix,50,1,P06::1165_p0_s3_w49,50,1,1,1,37,True,1165,1165,0,,participant_grouped_kfold,outer_test,0,0.0109459616636685,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.010826147586926,0.0870009958249516,177,4842823,True,False,True,1,50.0,learned_meta_aggregator,0.0627010269828387,0.0627010269828387,0.0008634523280237,2,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P06,0,False
105,P06,typical_control,0,word_count_prefix,100,2,P06::1165_p0_s4_w99,100,1,1,1,69,True,1165,1165,0,,participant_grouped_kfold,outer_test,0,0.0001889568794554,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0001889211747531,0.0026099128678558,201,8231497,True,False,True,0,100.0,learned_meta_aggregator,0.0663407531428609,0.0663407531428609,0.0022368264356006,3,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P06,0,False
111,P06,typical_control,0,chronological_prefix,100,2,P06::1165_p0_s4_w99,100,1,1,1,69,True,1165,1165,0,,participant_grouped_kfold,outer_test,0,0.0001889568794554,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0001889211747531,0.0026099128678558,201,8231497,True,False,True,1,100.0,learned_meta_aggregator,0.067862716018545,0.067862716018545,0.0027550256381903,4,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P06,0,False
106,P06,typical_control,0,word_count_prefix,250,3,P06::1165_p2_s13_w4,250,1,1,1,161,True,1165,1165,0,,participant_grouped_kfold,outer_test,0,4.108228591152559e-06,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,4.108211713610402e-06,7.943565710457689e-05,201,8231497,True,False,True,0,250.0,learned_meta_aggregator,0.0713939063781159,0.0713939063781159,0.0037072058216665,5,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P06,0,False
112,P06,typical_control,0,chronological_prefix,250,3,P06::1165_p2_s13_w4,250,1,1,1,161,True,1165,1165,0,,participant_grouped_kfold,outer_test,0,4.108228591152559e-06,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,4.108211713610402e-06,7.943565710457689e-05,201,8231497,True,False,True,1,250.0,learned_meta_aggregator,0.0732031183075149,0.0732031183075149,0.0043535165864311,6,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P06,0,False
107,P06,typical_control,0,word_count_prefix,500,4,P06::1165_p5_s24_w2,500,1,1,1,318,True,1165,1165,0,,participant_grouped_kfold,outer_test,0,1.3807822594905912e-05,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,1.3807631938941102e-05,0.0002428359628762,201,8231497,True,False,True,0,500.0,learned_meta_aggregator,0.0783596967413474,0.0783596967413474,0.0056415335200549,7,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P06,0,False
113,P06,typical_control,0,chronological_prefix,500,4,P06::1165_p5_s24_w2,500,1,1,1,318,True,1165,1165,0,,participant_grouped_kfold,outer_test,0,1.3807822594905912e-05,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,1.3807631938941102e-05,0.0002428359628762,201,8231497,True,False,True,1,500.0,learned_meta_aggregator,0.0804148575963419,0.0804148575963419,0.0065484817064363,8,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P06,0,False
108,P06,typical_control,0,word_count_prefix,1000,5,P06::1165_p10_s56_w65,1000,1,1,1,642,True,1165,1165,0,,participant_grouped_kfold,outer_test,0,0.000101720771794,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0001017104246786,0.0014958771605664,201,8231497,True,False,True,0,1000.0,learned_meta_aggregator,0.0897798424815971,0.0897798424815971,0.0087264486684877,9,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P06,0,False
114,P06,typical_control,0,chronological_prefix,1000,5,P06::1165_p10_s56_w65,1000,1,1,1,642,True,1165,1165,0,,participant_grouped_kfold,outer_test,0,0.000101720771794,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0001017104246786,0.0014958771605664,201,8231497,True,False,True,1,1000.0,learned_meta_aggregator,0.0921557092788694,0.0921557092788694,0.0101925119763218,10,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P06,0,False
116,P06,typical_control,0,trial_or_text_prefix,1,1,P06::1165_p13_s70_w4,1169,1,1,1,773,True,1165,1165,0,,participant_grouped_kfold,outer_test,0,0.0003453865543791,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0003452672625072,0.0044699742488474,201,8231497,True,False,True,2,1.0,learned_meta_aggregator,0.0972622738500363,0.0972622738500363,0.0117451365866148,11,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P06,0,False
121,P06,typical_control,0,speech_prefix,1,1,P06::1165_p13_s70_w4,1169,1,1,1,773,True,1165,1165,0,,participant_grouped_kfold,outer_test,0,0.0003453865543791,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0003452672625072,0.0044699742488474,201,8231497,True,False,True,3,1.0,learned_meta_aggregator,0.0998486845514022,0.0998486845514022,0.0129783911607088,12,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P06,0,False
117,P06,typical_control,0,trial_or_text_prefix,2,2,P06::1318_p26_s187_w75,3073,2,2,2,2215,True,1318,1165|1318,0,,participant_grouped_kfold,outer_test,0,4.624144757919438e-05,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,4.6239309307720166e-05,0.000732608599362,201,8231497,True,False,True,2,2.0,learned_meta_aggregator,0.0872357335319558,0.0872357335319558,0.0126916514184701,13,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P06,0,False
122,P06,typical_control,0,speech_prefix,2,2,P06::1318_p26_s187_w75,3073,2,2,2,2215,True,1318,1165|1318,0,,participant_grouped_kfold,outer_test,0,4.624144757919438e-05,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,4.6239309307720166e-05,0.000732608599362,201,8231497,True,False,True,3,2.0,learned_meta_aggregator,0.0895915149577557,0.0895915149577557,0.0125281895222732,14,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P06,0,False
118,P06,typical_control,0,trial_or_text_prefix,3,3,P06::1323_p30_s290_w71,4886,3,3,3,3715,True,1323,1165|1318|1323,0,,participant_grouped_kfold,outer_test,0,0.0263477280559786,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0256535252822668,0.1757313797066804,201,8231497,True,False,True,2,3.0,learned_meta_aggregator,0.0735287821140731,0.0735287821140731,0.0122038796998643,15,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P06,0,False
123,P06,typical_control,0,speech_prefix,3,3,P06::1323_p30_s290_w71,4886,3,3,3,3715,True,1323,1165|1318|1323,0,,participant_grouped_kfold,outer_test,0,0.0263477280559786,0,D3_OnlinePrefix_logistic_regression,all_allowed_online,fixed_0_5,identity,0.0256535252822668,0.1757313797066804,201,8231497,True,False,True,3,3.0,learned_meta_aggregator,0.0760302068350544,0.0760302068350544,0.0118440919085585,16,complete,outer_test:participant_grouped_kfold:0:all_allowed_online:P06,0,False
