number_id,source_phase,source_file,source_trace_status,result_scope,notes
metric_00013_Brier,AutoResearch_v1,analysis/autoresearch_v1/tables/final_model_metrics_table.csv,exact_file_trace,primary_completed_result,Main offline reader-profile result.
metric_00014_AUROC,AutoResearch_v1,analysis/autoresearch_v1/tables/dfm_exposure_vs_sensitivity_table.csv,exact_file_trace,primary_completed_result,DFM exposure versus sensitivity/residual gaze ablation.
metric_00015_PR_AUC,AutoResearch_v1,analysis/autoresearch_v1/tables/dfm_exposure_vs_sensitivity_table.csv,exact_file_trace,primary_completed_result,DFM exposure versus sensitivity/residual gaze ablation.
metric_00016_balanced_accuracy,AutoResearch_v1,analysis/autoresearch_v1/tables/dfm_exposure_vs_sensitivity_table.csv,exact_file_trace,primary_completed_result,DFM exposure versus sensitivity/residual gaze ablation.
metric_00017_macro_F1,AutoResearch_v1,analysis/autoresearch_v1/tables/dfm_exposure_vs_sensitivity_table.csv,exact_file_trace,primary_completed_result,DFM exposure versus sensitivity/residual gaze ablation.
metric_00018_Brier,AutoResearch_v1,analysis/autoresearch_v1/tables/dfm_exposure_vs_sensitivity_table.csv,exact_file_trace,primary_completed_result,DFM exposure versus sensitivity/residual gaze ablation.
metric_00019_AUROC,AutoResearch_v1,analysis/autoresearch_v1/tables/dfm_exposure_vs_sensitivity_table.csv,exact_file_trace,primary_completed_result,DFM exposure versus sensitivity/residual gaze ablation.
metric_00020_PR_AUC,AutoResearch_v1,analysis/autoresearch_v1/tables/dfm_exposure_vs_sensitivity_table.csv,exact_file_trace,primary_completed_result,DFM exposure versus sensitivity/residual gaze ablation.
metric_00021_balanced_accuracy,AutoResearch_v1,analysis/autoresearch_v1/tables/dfm_exposure_vs_sensitivity_table.csv,exact_file_trace,primary_completed_result,DFM exposure versus sensitivity/residual gaze ablation.
metric_00022_macro_F1,AutoResearch_v1,analysis/autoresearch_v1/tables/dfm_exposure_vs_sensitivity_table.csv,exact_file_trace,primary_completed_result,DFM exposure versus sensitivity/residual gaze ablation.
metric_00023_Brier,AutoResearch_v1,analysis/autoresearch_v1/tables/dfm_exposure_vs_sensitivity_table.csv,exact_file_trace,primary_completed_result,DFM exposure versus sensitivity/residual gaze ablation.
metric_00024_AUROC,AutoResearch_v1,analysis/autoresearch_v1/tables/dfm_exposure_vs_sensitivity_table.csv,exact_file_trace,primary_completed_result,DFM exposure versus sensitivity/residual gaze ablation.
metric_00025_PR_AUC,AutoResearch_v1,analysis/autoresearch_v1/tables/dfm_exposure_vs_sensitivity_table.csv,exact_file_trace,primary_completed_result,DFM exposure versus sensitivity/residual gaze ablation.
metric_00026_balanced_accuracy,AutoResearch_v1,analysis/autoresearch_v1/tables/dfm_exposure_vs_sensitivity_table.csv,exact_file_trace,primary_completed_result,DFM exposure versus sensitivity/residual gaze ablation.
metric_00027_macro_F1,AutoResearch_v1,analysis/autoresearch_v1/tables/dfm_exposure_vs_sensitivity_table.csv,exact_file_trace,primary_completed_result,DFM exposure versus sensitivity/residual gaze ablation.
metric_00028_Brier,AutoResearch_v1,analysis/autoresearch_v1/tables/dfm_exposure_vs_sensitivity_table.csv,exact_file_trace,primary_completed_result,DFM exposure versus sensitivity/residual gaze ablation.
metric_00029_AUROC,AutoResearch_v1,analysis/autoresearch_v1/tables/dfm_exposure_vs_sensitivity_table.csv,exact_file_trace,primary_completed_result,DFM exposure versus sensitivity/residual gaze ablation.
metric_00030_PR_AUC,AutoResearch_v1,analysis/autoresearch_v1/tables/dfm_exposure_vs_sensitivity_table.csv,exact_file_trace,primary_completed_result,DFM exposure versus sensitivity/residual gaze ablation.
metric_00031_balanced_accuracy,AutoResearch_v1,analysis/autoresearch_v1/tables/dfm_exposure_vs_sensitivity_table.csv,exact_file_trace,primary_completed_result,DFM exposure versus sensitivity/residual gaze ablation.
metric_00032_macro_F1,AutoResearch_v1,analysis/autoresearch_v1/tables/dfm_exposure_vs_sensitivity_table.csv,exact_file_trace,primary_completed_result,DFM exposure versus sensitivity/residual gaze ablation.
metric_00033_Brier,AutoResearch_v1,analysis/autoresearch_v1/tables/dfm_exposure_vs_sensitivity_table.csv,exact_file_trace,primary_completed_result,DFM exposure versus sensitivity/residual gaze ablation.
metric_00034_CI_low,Phase4_confirmatory_v1,analysis/phase4_confirmatory/bootstrap_results.csv,exact_file_trace,primary_completed_result,Bootstrap ROC-AUC CI; fallback values preserved from phase summary if columns differ.
metric_00035_CI_high,Phase4_confirmatory_v1,analysis/phase4_confirmatory/bootstrap_results.csv,exact_file_trace,primary_completed_result,Bootstrap ROC-AUC CI; fallback values preserved from phase summary if columns differ.
metric_00036_p_value,Phase4_confirmatory_v1,analysis/phase4_confirmatory/permutation_results.csv,exact_file_trace,primary_completed_result,Permutation p-value for final offline D3.
metric_00037_AUROC,BenchmarkBridge_v1,analysis/benchmark_bridge_v1/tables/copco_typ_benchmark_comparison.csv,exact_file_trace,secondary_completed_result,BenchmarkBridge internal EyeBench-style split.
metric_00038_balanced_accuracy,BenchmarkBridge_v1,analysis/benchmark_bridge_v1/tables/copco_typ_benchmark_comparison.csv,exact_file_trace,secondary_completed_result,BenchmarkBridge internal EyeBench-style split.
metric_00039_AUROC,BenchmarkBridge_v1,analysis/benchmark_bridge_v1/tables/copco_typ_benchmark_comparison.csv,exact_file_trace,secondary_completed_result,BenchmarkBridge internal EyeBench-style split.
metric_00040_balanced_accuracy,BenchmarkBridge_v1,analysis/benchmark_bridge_v1/tables/copco_typ_benchmark_comparison.csv,exact_file_trace,secondary_completed_result,BenchmarkBridge internal EyeBench-style split.
metric_00041_AUROC,BenchmarkBridge_v1,analysis/benchmark_bridge_v1/tables/copco_typ_benchmark_comparison.csv,exact_file_trace,secondary_completed_result,BenchmarkBridge internal EyeBench-style split.
metric_00042_balanced_accuracy,BenchmarkBridge_v1,analysis/benchmark_bridge_v1/tables/copco_typ_benchmark_comparison.csv,exact_file_trace,secondary_completed_result,BenchmarkBridge internal EyeBench-style split.
metric_00043_AUROC,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00044_PR_AUC,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00045_balanced_accuracy,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00046_macro_F1,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00047_Brier,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00048_AUROC,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00049_PR_AUC,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00050_balanced_accuracy,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00051_macro_F1,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00052_Brier,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00053_AUROC,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00054_PR_AUC,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00055_balanced_accuracy,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00056_macro_F1,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00057_Brier,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00058_AUROC,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00059_PR_AUC,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00060_balanced_accuracy,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00061_macro_F1,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00062_Brier,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00063_AUROC,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00064_PR_AUC,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00065_balanced_accuracy,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00066_macro_F1,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00067_Brier,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00068_AUROC,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00069_PR_AUC,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00070_balanced_accuracy,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00071_macro_F1,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00072_Brier,BenchmarkBridge_v1,results/benchmark_bridge_v1_20260506_1836/typ/typ_benchmark_metrics.csv,exact_file_trace,secondary_completed_result,Detailed BenchmarkBridge generated metrics with PR-AUC/Brier where available.
metric_00073_AUROC,OfficialEyeBenchAlignment_v1,analysis/official_eyebench_alignment_v1/tables/copco_typ_official_alignment_comparison.csv,exact_file_trace,secondary_completed_result,EyeBench-fold-aligned_full-feature_non-official
metric_00074_balanced_accuracy,OfficialEyeBenchAlignment_v1,analysis/official_eyebench_alignment_v1/tables/copco_typ_official_alignment_comparison.csv,exact_file_trace,secondary_completed_result,EyeBench-fold-aligned_full-feature_non-official
metric_00075_AUROC,OfficialEyeBenchAlignment_v1,analysis/official_eyebench_alignment_v1/tables/copco_typ_official_alignment_comparison.csv,exact_file_trace,secondary_completed_result,EyeBench-fold-aligned_full-feature_non-official
metric_00076_balanced_accuracy,OfficialEyeBenchAlignment_v1,analysis/official_eyebench_alignment_v1/tables/copco_typ_official_alignment_comparison.csv,exact_file_trace,secondary_completed_result,EyeBench-fold-aligned_full-feature_non-official
metric_00077_AUROC,OfficialEyeBenchAlignment_v1,analysis/official_eyebench_alignment_v1/tables/copco_typ_official_alignment_comparison.csv,exact_file_trace,secondary_completed_result,EyeBench-fold-aligned_full-feature_non-official
metric_00078_balanced_accuracy,OfficialEyeBenchAlignment_v1,analysis/official_eyebench_alignment_v1/tables/copco_typ_official_alignment_comparison.csv,exact_file_trace,secondary_completed_result,EyeBench-fold-aligned_full-feature_non-official
metric_00079_AUROC,OfficialEyeBenchAlignment_v1,analysis/official_eyebench_alignment_v1/tables/copco_typ_official_alignment_comparison.csv,exact_file_trace,secondary_completed_result,internal_EyeBench-style_benchmark-relative
metric_00080_balanced_accuracy,OfficialEyeBenchAlignment_v1,analysis/official_eyebench_alignment_v1/tables/copco_typ_official_alignment_comparison.csv,exact_file_trace,secondary_completed_result,internal_EyeBench-style_benchmark-relative
metric_00081_AUROC,OfficialEyeBenchAlignment_v1,analysis/official_eyebench_alignment_v1/tables/copco_typ_official_alignment_comparison.csv,exact_file_trace,secondary_completed_result,internal_EyeBench-style_benchmark-relative
metric_00082_balanced_accuracy,OfficialEyeBenchAlignment_v1,analysis/official_eyebench_alignment_v1/tables/copco_typ_official_alignment_comparison.csv,exact_file_trace,secondary_completed_result,internal_EyeBench-style_benchmark-relative
metric_00083_AUROC,OfficialEyeBenchAlignment_v1,analysis/official_eyebench_alignment_v1/tables/copco_typ_official_alignment_comparison.csv,exact_file_trace,secondary_completed_result,internal_EyeBench-style_benchmark-relative
metric_00084_balanced_accuracy,OfficialEyeBenchAlignment_v1,analysis/official_eyebench_alignment_v1/tables/copco_typ_official_alignment_comparison.csv,exact_file_trace,secondary_completed_result,internal_EyeBench-style_benchmark-relative
online_v1_online_probability_rows,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/run_manifest.json,exact_file_trace,deprecated_or_fast_run,
online_v1_oracle_rows,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/run_manifest.json,exact_file_trace,deprecated_or_fast_run,
online_v1_stopping_metric_rows,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/run_manifest.json,exact_file_trace,deprecated_or_fast_run,
online_v1_trajectory_rows,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/run_manifest.json,exact_file_trace,deprecated_or_fast_run,
online_v1_accumulation_metric_rows,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/run_manifest.json,exact_file_trace,deprecated_or_fast_run,
online_v1_candidate_rows,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/run_manifest.json,exact_file_trace,deprecated_or_fast_run,
online_v1_locked_test_rows,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/run_manifest.json,exact_file_trace,deprecated_or_fast_run,
online_v1_prefix_rows,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/d3_online_targeted_optimization_validation_report.json,exact_file_trace,deprecated_or_fast_run,
online_v1_nested_prediction_rows,D3OnlineTargetedOptimization_v1,analysis/d3_online_targeted_optimization_v1/d3_online_targeted_optimization_validation_report.json,exact_file_trace,deprecated_or_fast_run,
online_v2_candidate_rows,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/run_manifest.json,exact_file_trace,secondary_completed_result,
online_v2_error_rows,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/run_manifest.json,exact_file_trace,secondary_completed_result,
online_v2_final_model_rows,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/run_manifest.json,exact_file_trace,secondary_completed_result,
online_v2_locked_rows,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/run_manifest.json,exact_file_trace,secondary_completed_result,
online_v2_per_prefix_rows,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/run_manifest.json,exact_file_trace,secondary_completed_result,
unseen_text_specialist_source_value_099,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/unseen_text_rescue_candidates.csv,exact_file_trace,unresolved_conflict,Recorded for explicit source-value reconciliation; candidates differ.
unseen_text_specialist_source_value_100,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/unseen_text_rescue_candidates.csv,exact_file_trace,unresolved_conflict,Recorded for explicit source-value reconciliation; candidates differ.
unseen_text_specialist_source_value_101,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/unseen_text_rescue_candidates.csv,exact_file_trace,unresolved_conflict,Recorded for explicit source-value reconciliation; candidates differ.
unseen_text_specialist_source_value_102,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/unseen_text_rescue_candidates.csv,exact_file_trace,unresolved_conflict,Recorded for explicit source-value reconciliation; candidates differ.
unseen_text_specialist_source_value_103,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,exact_file_trace,unresolved_conflict,Strict final model source records rescue_04.
unseen_text_specialist_source_value_104,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/strict_final_models.csv,exact_file_trace,unresolved_conflict,Strict final model source records rescue_04.
official_sota_claim_allowed_status,OfficialEyeBenchSOTACheck_v1,analysis/official_eyebench_sota_check_v1/official_eyebench_sota_decision_report.md,exact_file_trace,blocked_result,
full_table_domination_supported_status,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/final_decision_v2.json,exact_file_trace,secondary_completed_result,
reader_regime_benchmark_relative_status,D3OnlineTargetedOptimization_v2,analysis/d3_online_targeted_optimization_v2/final_decision_v2.json,exact_file_trace,secondary_completed_result,
